,ORF,NAME,alpha 0,alpha 7,alpha 14,alpha 21,alpha 28,alpha 35,alpha 42,alpha 49,alpha 56,alpha 63,alpha 70,alpha 77,alpha 84,alpha 91,alpha 98,alpha 105,alpha 112,alpha 119,Elu 0,Elu 30,Elu 60,Elu 90,Elu 120,Elu 150,Elu 180,Elu 210,Elu 240,Elu 270,Elu 300,Elu 330,Elu 360,Elu 390,cdc15 10,cdc15 30,cdc15 50,cdc15 70,cdc15 90,cdc15 110,cdc15 130,cdc15 150,cdc15 170,cdc15 190,cdc15 210,cdc15 230,cdc15 250,cdc15 270,cdc15 290,spo 0,spo 2,spo 5,spo 7,spo 9,spo 11,spo5 2,spo5 7,spo5 11,spo- early,spo- mid,heat 0,heat 10,heat 20,heat 40,heat 80,heat 160,dtt 15,dtt 30,dtt 60,dtt 120,cold 0,cold 20,cold 40,cold 160,diau a,diau b,diau c,diau d,diau e,diau f,diau g,km
2270,YPL010W,RET3   SECRETION        VESICLE COAT COMPONENT,-0.01,0.04,0.16,0.25,0.16,0.19,0.41,0.2,0.08,-0.14,,-0.09,0.12,-0.12,0.16,-0.29,0.48,0.12,0.15,0.06,-0.18,0.04,0.01,0.25,0.21,0.24,0.03,-0.03,0.21,0.11,0.03,0.15,-0.29,-0.14,-0.27,-0.03,-0.29,-0.43,-0.29,-0.49,0.99,-0.62,-0.32,-0.49,-0.86,-0.32,-1.0,-0.43,-0.12,-0.38,-0.51,-0.97,-1.4,0.15,-0.38,-1.4,-0.4,-0.14,-0.01,-0.25,-0.3,-0.76,-0.27,-0.06,0.99,0.25,0.61,0.7,-0.42,-0.06,-0.27,-0.4,-0.03,0.03,-0.03,0.04,0.11,-0.09,-0.81,9
65,YBL050W,SEC17  SECRETION        SNAP; VESICLE FUSION,0.03,-0.1,0.04,-0.3,-0.2,-0.51,-0.07,-0.04,-0.04,0.03,0.24,0.21,-0.04,-0.22,0.15,0.25,-0.18,0.16,0.4,-0.1,-0.22,-0.07,-0.74,-0.69,-0.71,-0.25,-0.1,-0.17,-0.58,0.32,0.14,-0.12,-0.04,0.33,0.08,-0.74,-0.43,0.26,-1.94,0.52,1.01,,-0.84,0.03,-1.29,-0.18,-0.94,0.29,0.03,0.1,0.6,0.83,0.81,0.14,0.68,0.54,-0.03,-0.06,-0.29,0.03,0.24,-0.51,-0.58,-0.76,0.66,0.23,0.38,0.14,-0.22,0.26,-0.58,-0.32,0.07,-0.03,0.24,0.14,0.11,1.55,0.85,3
1658,YLR348C,DIC1   TRANSPORT        MITOCHONDRIAL DICARBOXYLATE CARRIER,-0.47,-0.29,-0.3,-0.34,0.19,-0.18,0.36,-0.32,0.11,-0.45,-0.54,-0.34,-0.03,-0.4,-0.06,-0.36,-0.64,-0.69,-0.74,0.89,-0.69,-0.1,-0.06,-0.6,-0.14,-0.07,0.19,-0.12,-0.25,0.44,-0.25,0.06,-0.69,-0.74,-0.04,0.33,0.7,0.77,0.55,0.44,0.29,0.25,0.28,-0.74,0.48,0.43,0.77,-0.62,0.45,-0.92,-0.89,-1.47,-1.18,1.24,-0.42,-0.84,-0.45,-0.97,-0.04,0.57,0.32,1.53,1.01,-0.25,-0.43,-0.86,-0.58,-0.92,0.26,0.52,0.2,0.15,-0.3,0.11,-0.01,-0.45,-0.34,0.21,-0.36,6
1358,YJR140C,HIR3   TRANSCRIPTION       REGULATOR OF HISTONE TRANSCRIPTION,-0.25,0.69,-0.29,,0.14,-0.25,0.1,-0.22,0.01,0.15,0.1,-0.1,-0.25,-0.42,-0.1,0.03,-0.18,-0.09,-0.49,-0.4,-0.3,0.01,-0.32,-0.04,-0.01,-0.04,0.04,0.36,-0.2,0.01,-0.36,0.04,-0.3,-0.22,-0.32,0.16,0.11,0.04,-0.07,-0.27,0.18,-0.17,-0.06,-0.25,-0.29,-0.45,-0.36,-0.54,0.04,0.16,0.21,0.03,0.01,-0.1,-0.4,-0.3,0.39,0.34,-0.34,-0.42,-0.34,0.43,0.12,-0.32,-0.92,0.58,-0.54,-0.18,0.16,0.18,-0.27,0.11,-0.2,-0.18,-0.18,-0.34,-0.22,-0.38,-0.79,9
1469,YKL216W,URA1   PYRIMIDINE BIOSYNTHESIS  DIHYDROOROTATE DEHYDROGENASE,0.21,-0.45,-0.64,-0.34,-0.03,-0.23,0.26,-0.09,0.04,0.03,-0.04,-0.18,0.19,-0.38,-0.01,-0.25,0.18,-0.18,-1.0,0.7,0.58,0.33,0.12,-0.2,-0.45,-0.6,-0.79,-0.23,-0.07,-0.3,-1.18,-0.76,0.95,0.97,0.59,0.06,0.24,0.21,0.01,-0.09,-0.4,0.24,0.41,-0.49,-0.01,-0.27,-0.1,-0.42,-0.76,-0.84,-0.69,-0.81,-0.86,0.32,-0.23,-0.3,-0.84,-0.89,-0.43,-2.06,-2.84,-2.25,-1.12,-1.32,0.38,-1.0,-0.84,-0.3,-0.6,-0.69,-0.97,-2.25,-0.12,0.03,-0.04,-0.42,-0.51,-0.49,-0.56,8
469,YDR155C,CPH1   PROTEIN FOLDING     PEPTIDYL-PROLYL CIS-TRANS ISOMERASE,0.04,-0.12,,-0.25,0.18,-0.42,0.37,-0.36,-0.06,-0.4,-0.2,-0.49,0.12,-0.47,-0.04,-0.49,-0.34,-0.49,-0.03,0.52,0.36,0.15,-0.14,-0.6,-0.62,-0.23,0.45,0.36,-0.47,0.45,0.72,0.4,-0.94,-0.67,-0.62,-0.64,-0.92,-1.09,-0.64,-0.38,-0.69,-0.34,-0.01,,-0.09,0.08,0.12,-0.36,-1.15,-2.0,-2.32,-1.51,-1.18,0.9,-0.64,0.29,-1.25,-2.25,0.2,0.7,0.57,0.25,0.43,-0.76,0.3,-0.42,1.0,0.82,0.3,0.28,-0.42,-0.07,0.07,0.06,0.34,0.28,0.5,0.34,0.19,1
321,YDL058W,USO1   SECRETION        SNARE DOCKING COMPLEX ASSEMBLY,0.1,-0.49,-0.04,0.1,-0.04,-0.09,-0.04,0.49,-0.09,0.4,0.39,,-0.06,-0.1,0.2,-0.29,-0.32,0.43,-0.34,-0.25,-0.17,-0.01,-0.15,-0.17,-0.03,-0.2,-0.07,-0.17,-0.18,0.07,-0.04,-0.09,-1.18,-0.22,0.5,-0.14,-0.4,-0.49,-0.18,-0.03,-0.03,-0.23,-0.54,0.18,-0.14,-0.54,-0.64,,-0.12,-0.12,-0.22,-0.23,-0.29,0.01,-0.15,-0.09,-0.1,0.14,-0.27,-0.29,-0.2,1.01,0.11,-0.58,-0.49,-0.49,-0.4,-0.3,0.26,-0.51,0.99,0.11,0.16,0.34,0.11,-0.1,-0.27,-0.32,-0.03,0
1559,YLR078C,BOS1   SECRETION        ER-TO-GOLGI V-SNARE,,-0.27,-0.42,-0.04,-0.36,-0.09,-0.2,-0.45,-0.09,0.1,-0.32,-0.22,-0.32,-0.71,-0.64,-0.29,-0.49,-0.3,-0.54,-0.03,0.04,-0.14,-0.09,0.07,-0.18,0.18,0.18,0.06,0.36,0.1,0.14,0.24,0.06,-0.25,-0.09,0.18,0.11,0.07,-0.09,-0.03,0.36,0.04,0.12,0.16,0.26,0.03,0.32,-0.04,0.07,-0.34,-0.76,-0.62,-0.51,0.37,-0.27,-0.32,0.08,0.37,-0.56,-0.45,-0.3,-0.3,-0.14,-0.36,0.56,0.26,0.32,-0.32,-0.94,-0.01,-0.81,-0.92,0.04,-0.14,0.06,0.08,-0.06,0.26,-0.51,9
2231,YOR316C,COT1   CO2+ ION HOMEOSTASIS     MITOCHONDRIAL MEMBRANE PROTEIN,-0.23,0.18,-0.06,-0.01,,0.01,0.04,-0.04,0.21,0.23,0.2,0.41,0.26,-0.1,0.3,-0.06,0.11,0.08,-1.4,-0.27,-0.34,-0.29,-0.49,-0.15,0.12,0.33,0.45,0.5,0.53,0.51,0.7,0.49,0.14,0.14,-0.22,-0.43,-0.23,-0.74,-0.58,1.01,-0.27,-0.64,-0.62,-0.01,-0.74,-0.71,-0.79,-0.17,0.45,-0.79,0.06,,0.11,1.21,0.25,-0.25,-0.23,-1.84,0.08,0.66,0.48,-0.23,0.06,0.38,0.4,-0.3,-0.01,-0.03,-0.1,0.61,0.07,1.32,-0.14,0.1,0.36,-0.27,-0.71,0.36,0.31,0
164,YBR135W,CKS1   CELL CYCLE       PORTEIN KINASE REGULATOR,-0.36,-0.94,-0.29,-0.09,,0.31,0.01,0.24,-0.1,-0.25,-0.03,-0.15,-0.1,-0.18,0.29,0.06,0.14,-0.22,-0.69,-0.62,-0.51,-0.43,-0.29,-0.56,-0.43,-0.12,0.12,-0.01,-0.22,0.08,0.21,-0.25,-0.34,0.18,0.19,0.04,-0.09,-0.25,-0.2,0.12,-0.12,-0.04,-0.06,-0.04,-0.2,-0.2,0.01,0.03,-0.04,0.01,-0.32,-0.27,-0.3,,-0.07,-0.38,0.82,1.0,,0.03,-0.12,-0.1,0.04,-0.36,-0.01,-0.25,0.1,-0.12,0.26,-0.38,-0.62,-0.76,0.06,-0.22,-0.29,-0.64,-0.45,-0.62,-0.54,9
1295,YJL197W,"UBP12  PROTEIN DEGRADATION, UBI UBIQUITIN-SPECIFIC PROTEASE",0.01,-0.4,-0.03,-0.25,0.08,-0.22,0.15,-0.18,-0.17,-0.09,0.04,-0.34,-0.14,-0.38,0.06,-0.12,-0.12,-0.18,-0.38,-0.38,-0.43,-0.17,-0.42,-0.47,-0.3,-0.4,0.01,-0.06,-0.36,0.04,-0.01,-0.23,-0.42,-0.14,-0.47,0.16,-0.45,-0.18,-0.25,-0.01,0.55,-0.34,-0.34,0.14,-0.67,-0.29,-0.56,-0.36,-0.84,-0.84,-1.64,-1.69,-1.03,-0.29,-0.97,-0.64,-0.97,-0.89,-0.49,-0.3,-0.38,-0.15,-0.25,-0.6,-0.64,-0.25,-0.38,-0.64,0.24,0.25,0.04,-0.54,0.01,0.19,-0.12,-0.17,-0.18,-0.09,-0.94,1
874,YGL206C,CHC1   ENDOCYTOSIS AND SECRETIO CLATHRIN HEAVY CHAIN,-0.1,0.06,-0.09,-0.3,-0.23,-0.14,-0.42,,0.14,0.32,0.31,,-0.06,-0.15,-0.01,0.36,-0.56,-0.04,-0.17,0.01,-0.29,-0.04,-0.23,-0.2,0.07,0.08,0.23,0.29,0.03,0.34,-0.29,0.32,-0.6,-0.34,-0.47,-0.36,-0.97,-0.49,-0.34,-0.07,1.05,-0.29,-0.36,0.38,-0.97,-0.43,-0.69,-0.07,-0.32,-0.25,-0.89,-0.6,-0.6,-0.06,-0.58,-0.56,-0.2,0.04,0.25,0.45,-0.17,0.11,,0.24,-0.45,-0.62,-0.89,-0.79,0.25,-0.34,-0.22,-0.56,-0.06,-0.17,-0.27,-0.3,-0.2,0.16,-0.04,0
598,YDR471W,RPL27B PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN L27B,0.15,-0.34,0.01,-0.42,,0.1,0.15,0.08,0.29,-0.03,0.39,0.01,0.12,0.08,0.33,0.03,0.5,-0.18,-1.18,-0.23,-0.03,0.29,0.42,0.28,0.21,0.26,0.07,-0.09,0.01,-0.12,-0.14,-0.15,-0.01,0.24,0.28,-0.14,-0.17,0.04,0.07,0.19,-0.03,-0.43,-0.04,0.46,-0.38,-0.25,-0.23,-0.01,-1.56,-2.25,-2.32,-1.18,-0.42,0.14,-0.34,1.28,-1.69,-3.32,-0.36,-2.0,-2.0,-1.56,-1.03,-1.12,0.18,0.1,-0.62,-0.38,-0.07,-0.45,-1.0,-1.74,0.38,0.18,0.18,-0.54,-0.15,-1.43,-2.0,2
547,YDR345C,HXT3   TRANSPORT        HEXOSE PERMEASE,0.39,0.24,0.23,-0.23,,-0.47,0.21,-0.32,-0.03,0.06,0.33,0.16,0.52,,0.14,-0.34,0.06,-0.2,0.37,0.24,-0.58,-0.92,-0.51,-0.86,-0.62,-0.29,0.36,0.46,0.42,0.7,0.43,-0.07,0.49,1.1,0.86,1.37,1.08,1.29,1.38,0.93,0.61,1.03,1.02,0.01,0.29,-0.04,-0.1,,-1.4,-1.03,-1.15,-0.36,-0.86,-0.67,-0.25,-0.12,-2.25,-2.94,0.68,0.89,-0.17,-0.69,-0.22,0.19,-1.09,-1.64,-0.64,-1.03,1.37,1.06,1.86,0.28,0.25,0.73,1.08,0.58,0.56,0.74,0.56,1
1086,YHR084W,STE12  MATING         TRANSCRIPTION FACTOR,0.24,-0.84,-0.86,-1.06,-0.58,-0.76,-0.34,-0.51,-0.34,-0.54,0.16,0.1,,-0.49,-0.25,-0.29,-0.18,-0.32,-1.18,-0.58,-0.32,-0.04,-0.15,-0.2,-0.14,-0.32,-0.25,-0.15,-0.45,0.1,0.03,-0.07,0.64,0.31,-0.22,-0.47,-0.17,-0.07,,-0.04,0.29,-0.32,-0.23,0.52,0.67,0.67,0.5,-0.43,-0.62,-0.3,0.45,,0.11,-0.54,0.11,0.3,-0.36,-0.22,-0.34,-1.18,-0.54,0.71,-0.2,-0.04,-0.64,-0.42,-0.2,-0.6,0.3,-0.14,0.11,-0.06,-0.03,0.19,0.26,-0.64,-0.27,-1.15,-0.64,9
8,YAL016W,"TPD3   TRNA BIOSYNTHESIS, CYTOK PROTEIN PHOSPHATASE (PP2A REGULATORY SUBUNIT)",-0.2,-0.25,-0.09,-0.4,-0.25,-0.49,-0.1,-1.6,-0.1,-0.2,-0.25,-0.07,-0.17,-0.2,-0.07,-0.12,0.04,-0.09,0.72,-0.56,-0.54,-0.06,-0.64,-0.49,-0.07,-0.2,0.34,0.06,-0.49,0.31,0.03,0.12,0.03,0.01,0.01,0.15,0.01,0.06,0.15,0.03,-0.01,-0.03,-0.1,-0.47,0.11,,0.07,-0.01,-0.79,-1.18,-2.0,-0.81,-1.32,0.39,-0.86,-0.56,-0.42,-0.97,-0.12,0.5,0.33,0.07,0.08,-0.2,-0.25,-0.49,-0.01,-0.23,0.23,0.26,0.28,0.03,0.15,0.08,0.15,-0.07,-0.17,0.43,-0.09,1
1880,YNL002C,RLP7   PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN L7 (PUTATIVE),,-1.4,-0.79,-0.79,-0.17,-0.49,0.01,-0.03,0.24,-0.18,0.12,-0.43,-0.22,-0.49,-0.1,-0.56,0.12,,-1.06,-0.45,-0.42,0.15,0.98,0.24,-0.03,-0.36,-0.67,-0.4,-0.69,-1.03,-1.06,-0.94,0.2,-0.04,0.11,-0.42,-0.54,-0.42,0.53,0.62,-0.4,-1.47,-0.42,0.2,-0.94,0.21,-0.38,-0.32,-1.36,-0.97,-1.74,-1.15,-0.6,-0.1,-0.81,0.04,-2.56,-2.12,-0.6,-3.64,-2.4,-1.43,-1.03,-0.84,-0.17,-0.43,-1.29,-1.25,-0.3,0.01,-0.51,0.26,-0.09,-0.38,-0.25,-1.18,-0.89,-2.84,-2.4,8
877,YGL209W,MIG2   GLUCOSE REPRESSION    TRANSCRIPTIONAL REPRESSOR,-0.01,-0.4,-0.06,-0.1,-0.01,-0.01,0.03,-0.01,-0.1,-0.29,-0.2,-0.23,-0.15,-0.38,-0.01,-0.23,0.12,-0.18,-0.32,-0.62,-0.54,-0.64,-0.45,-0.6,-0.64,-0.23,0.04,-0.14,-0.42,0.2,0.11,-0.25,0.95,0.96,0.28,0.8,1.01,1.04,0.75,0.36,0.41,0.79,0.95,0.32,-0.01,-0.01,0.06,-0.03,-0.47,-0.62,-0.64,-0.45,-0.47,0.19,-0.04,-0.03,-0.54,-0.56,-0.07,0.01,0.06,-0.15,0.32,-0.45,-0.6,-0.89,-0.2,-0.1,0.1,0.11,0.62,-0.03,0.19,-0.06,-0.64,-0.71,-0.49,-0.56,-0.64,6
1301,YJL210W,PEX2   PEROXISOME BIOGENESIS    INTEGRAL MEMBRANE PROTEIN,-0.43,-0.42,-0.69,-0.4,-0.62,-0.3,-0.38,-0.74,-0.27,0.1,-0.32,-0.43,0.03,-0.79,-0.79,-0.51,-0.74,-0.38,-0.2,0.06,-0.12,-0.38,-0.1,-0.51,-0.03,0.31,0.18,0.2,-0.12,0.26,0.11,0.42,-0.3,-0.69,-0.22,-0.09,-0.89,-0.06,0.37,0.26,0.82,-0.17,0.07,0.49,-0.14,0.18,-0.09,-0.15,0.94,0.6,1.34,0.28,1.33,0.24,0.69,-0.1,0.32,-0.04,-0.12,0.5,0.21,-0.15,,0.12,-0.45,-0.74,-0.36,-0.69,-0.18,0.57,-0.3,-0.34,-0.2,-0.2,,0.31,0.01,0.46,0.21,3
1017,YGR274C,TAF145 TRANSCRIPTION       TFIID 145 KD SUBUNIT,0.06,,0.26,0.1,0.12,0.06,-0.03,0.19,0.23,-0.03,0.59,0.11,0.12,0.01,0.23,0.43,-0.25,-0.06,-0.03,,0.01,0.15,-0.06,0.14,0.16,-0.06,-0.04,-0.01,-0.18,0.12,0.15,-0.09,-0.01,0.32,0.29,-0.14,-0.47,-0.06,-0.04,,0.24,-0.22,-0.2,0.61,0.07,-0.18,-0.36,-0.22,-0.29,-0.06,0.14,0.25,0.44,-0.38,0.4,0.4,0.23,0.33,0.03,-0.03,-0.4,0.28,-0.15,0.25,-0.32,-0.03,-0.23,-0.51,-0.09,0.07,-0.2,-0.06,0.06,-0.01,-0.07,-0.14,-0.29,0.11,-0.1,3
926,YGR075C,PRP38  MRNA SPLICING       U4/U6 SNRNA DISSOCIATION FACTOR,-0.34,-0.18,-0.3,0.14,-0.12,-0.06,0.07,,-0.17,-0.15,-0.47,-0.14,-0.12,-0.45,-0.34,-0.3,0.15,-0.04,-0.14,-0.36,-0.03,-0.3,0.25,0.04,,-0.01,-0.1,-0.22,0.25,-0.18,-0.49,-0.2,-0.45,-0.45,-0.34,-0.18,0.36,0.08,-0.1,0.01,0.01,0.03,0.19,-0.23,-0.14,-0.22,-0.06,-0.18,-0.86,-1.36,-1.03,-1.03,-1.22,0.58,-0.43,-0.27,-1.18,-1.4,-0.15,-0.6,0.21,-0.32,-0.34,0.08,-0.32,-0.32,-0.56,-0.67,-0.23,0.33,-0.14,-0.09,0.25,0.19,0.4,0.07,-0.01,-0.54,-1.25,1
1719,YML049C,RSE1   SECRETION AND RNA SPLICI UNKNOWN,0.04,0.45,-0.34,-0.07,-0.34,-0.25,-0.1,-0.43,-0.17,-0.27,-0.32,-0.22,-0.04,-0.71,-0.07,-0.18,-0.74,-0.27,-0.25,-0.1,-0.14,-0.01,-0.06,-0.3,-0.1,-0.23,0.01,0.08,-0.27,-0.04,-0.14,0.01,-0.51,-0.2,-0.22,-0.18,-0.3,0.08,0.26,0.95,-0.09,-0.67,0.24,0.32,-0.97,-0.3,-0.4,-0.32,-0.12,0.1,-0.45,-0.38,-0.45,,-0.22,-0.6,-0.1,0.16,-0.15,0.24,0.46,0.97,0.16,0.44,-0.76,-0.45,-0.32,-0.25,0.41,0.29,0.62,0.28,-0.06,0.36,-0.12,-0.38,-0.38,-0.47,-0.56,0
1609,YLR208W,SEC13  SECRETION        VESICLE COAT COMPONENT,-0.27,-0.4,-0.4,-0.49,-0.27,-0.64,-0.07,-0.51,-0.2,-0.09,-0.23,-0.3,-0.3,-0.58,-0.34,-0.51,-0.38,-0.38,-0.71,-0.69,-0.64,-0.58,-0.51,-0.34,-0.49,0.16,0.25,0.12,-0.29,0.07,0.37,0.1,-0.25,-0.27,-0.09,-0.29,-0.22,-0.12,-0.12,0.95,-0.22,-0.25,-0.17,-0.76,-0.07,-0.25,-0.18,-0.58,-0.25,-0.32,-0.43,-0.97,-0.94,0.16,-0.43,-0.92,-0.27,-0.06,0.59,0.57,0.64,0.14,0.24,0.91,-0.89,0.24,-0.25,-0.04,0.76,0.51,1.57,0.9,-0.09,-0.12,-0.34,-0.69,,-0.86,-1.69,0
1733,YML091C,"RPM2   TRNA PROCESSING, MITOCHO RNASE P SUBUNIT",-0.67,0.14,0.28,-0.14,-0.1,-0.14,-0.25,0.08,-0.49,0.16,-0.2,-0.17,-0.29,-0.43,-0.3,-0.42,0.08,-0.27,-0.3,-0.71,-0.4,-0.17,0.03,,-0.25,-0.2,-0.09,-0.15,-0.42,-0.3,-0.22,-0.6,-1.18,-0.38,-0.2,0.36,0.44,0.68,0.37,-0.22,0.18,-0.22,0.25,-0.1,0.1,-0.03,0.16,-0.38,1.1,1.77,2.12,1.82,1.9,-0.56,0.12,-0.18,1.11,1.79,-0.09,1.82,,-0.04,-0.01,-0.18,-0.4,,-0.4,-0.79,0.37,0.37,-0.03,-0.1,-0.12,-0.36,-0.64,-0.12,0.43,0.98,1.4,5
2129,YOR061W,CKA2   CELL CYCLE       CASEIN KINASE II,0.15,-0.29,0.06,-0.25,0.38,-0.03,0.11,0.14,0.21,-0.12,0.18,-0.12,0.08,0.03,0.24,-0.01,0.21,-0.12,0.74,-0.07,-0.09,0.1,0.38,-0.09,0.19,0.1,-0.27,0.06,-0.22,-0.14,-0.4,-0.3,0.25,0.24,0.38,0.19,0.18,0.15,0.14,0.03,-0.04,0.39,0.29,-0.42,0.3,0.23,0.28,-0.43,-0.34,-0.1,-0.34,-0.25,-0.42,-0.2,-0.12,-0.36,-0.51,-1.06,0.18,-0.56,-0.18,0.32,-0.49,0.24,0.56,0.14,-0.62,-0.43,0.18,-0.04,0.34,0.7,-0.14,-0.07,-0.27,-0.47,-0.38,-0.62,-0.62,6
1241,YJL071W,ARG2   ARGININE BIOSYNTHESIS    ACETYLGLUTAMATE SYNTHASE,-0.09,0.12,0.39,0.36,0.11,0.03,-0.12,0.08,0.14,-0.17,0.57,-0.07,0.04,0.03,0.03,0.21,-0.2,-0.1,-0.81,-0.74,-0.54,-0.18,-0.17,-0.18,-0.43,-0.18,-0.34,-0.3,-0.18,-0.45,-0.6,-0.27,0.19,-0.03,-0.06,-0.34,-0.2,0.01,0.15,-0.25,-0.06,-0.12,,-0.04,0.21,0.1,0.18,-0.32,0.63,0.7,0.23,0.28,0.87,-0.2,-0.51,-0.12,0.61,0.97,-0.07,-0.17,-0.09,-0.09,0.01,0.29,-0.18,-0.32,-0.56,-0.45,-0.18,0.58,0.12,-0.22,0.15,0.19,0.1,-0.45,-0.67,-0.18,-0.2,5
809,YGL063W,PUS2   TRNA PROCESSING     PSEUDOURIDINE SYNTHASE,-0.07,-0.22,0.21,0.19,0.4,0.04,-0.32,0.19,0.4,-0.27,0.98,0.11,0.1,0.03,0.43,0.57,-0.32,,-0.27,-0.1,,0.2,0.15,-0.14,-0.18,0.14,-0.01,0.06,-0.2,-0.09,0.11,-0.1,-0.09,-0.09,-0.15,-0.18,-0.25,-0.15,-0.15,-0.1,-0.22,-0.32,-0.22,-0.32,-0.32,-0.58,-0.4,0.23,-0.22,-0.29,-0.54,-0.27,-0.54,-0.43,-0.36,-0.07,0.2,-0.56,0.21,0.21,0.2,0.51,0.2,-0.43,-0.01,-0.45,0.04,-0.15,-0.09,1.21,-0.49,-0.2,-0.43,-0.07,0.39,-0.2,-0.45,0.19,-0.04,0
606,YDR495C,VPS3   VACUOLAR PROTEIN TARGETI UNKNOWN,-0.09,-0.32,0.14,-0.1,,0.16,0.06,-0.09,0.14,-0.18,0.6,-0.06,0.07,-0.36,0.23,0.12,-0.04,-0.03,-0.07,-0.32,-0.43,-0.22,-0.25,-0.64,-0.3,-0.42,-0.58,-0.4,-0.43,-0.25,-0.3,-0.32,-0.94,,-0.69,-0.89,-0.67,-0.43,-0.47,-0.04,-0.74,-1.12,-0.71,0.2,-0.49,-0.4,-0.71,-0.18,0.31,0.55,0.33,0.44,0.33,-0.49,-0.38,-0.18,0.07,0.98,0.07,0.21,0.01,0.15,0.04,0.07,-0.58,-0.06,-0.47,-0.97,0.32,0.85,0.71,0.49,-0.07,-0.03,0.01,-0.15,0.15,0.29,0.58,0
906,YGR030C,POP6   TRNA PROCESSING     RNASE P AND RNASE MRP SUBUNIT,0.06,-0.25,-0.3,-0.36,-0.07,-0.27,,-0.14,-0.14,-0.43,-0.54,-0.51,-0.14,-0.17,-0.3,-0.47,0.19,-0.22,,0.58,-0.18,0.31,0.18,-0.06,-0.1,-0.3,-0.54,-0.45,0.03,-0.43,-0.67,-0.27,0.49,0.57,0.31,-0.27,0.25,0.49,0.23,0.32,0.07,0.41,-0.14,0.56,0.15,-0.01,0.44,-0.51,-0.32,-0.51,-0.94,-0.64,-0.49,0.16,-0.49,-0.23,-0.6,-0.79,0.21,-0.79,-0.45,-0.23,-0.97,0.26,-0.97,-0.04,-0.94,-0.76,0.24,0.51,0.31,-0.23,-0.22,-0.14,0.2,-0.45,-0.18,0.63,0.1,6
118,YBR055C,PRP6   MRNA SPLICING       U4/U6 SNRNP PROTEIN,-0.07,-0.32,-0.17,-0.6,-0.06,-0.62,-0.25,0.52,-0.12,-0.25,-0.04,0.1,-0.34,,-0.17,-0.04,-0.23,-0.27,-0.32,-0.74,-0.25,-0.56,-0.04,-0.67,-0.42,-0.74,-0.2,-0.23,-0.51,-0.29,-0.32,-0.51,0.31,0.55,0.28,-0.45,-0.12,0.12,0.01,-0.09,-0.32,-0.23,-0.27,0.1,-0.47,,-0.22,-0.2,0.14,0.15,-0.25,-0.22,-0.18,0.06,-0.45,-0.36,-0.38,-0.04,-0.69,-0.14,-0.06,-0.09,0.08,-0.25,-0.67,-0.1,-0.69,-0.81,-0.17,0.78,0.96,,-0.01,-0.12,0.15,-0.06,0.16,-0.36,-0.51,0
629,YEL024W,RIP1   RESPIRATION      UBIQUINOL CYT.-C REDUCTASE IRON-SULFUR PROTEIN,-0.25,0.44,0.61,0.3,-0.29,,-0.36,-0.15,-0.25,0.07,,-0.09,-0.04,-0.2,-0.42,-0.15,-0.1,-0.23,0.82,0.52,-0.18,0.26,0.38,0.5,0.37,0.48,0.21,0.21,0.48,0.3,0.3,0.3,-0.74,-0.92,-0.47,0.41,0.58,0.74,0.69,0.6,0.33,0.25,0.62,0.81,0.54,0.46,0.61,0.15,0.96,0.74,0.34,-0.17,0.25,0.36,-0.34,-0.23,-0.03,-0.25,0.1,1.51,1.07,0.69,0.08,0.68,-0.23,-0.6,-0.09,0.3,0.39,0.34,0.18,0.77,0.08,0.28,0.56,0.88,0.94,1.95,2.34,4
83,YBL087C,RPL23A PROTEIN SYNTHESIS     RIBOSOMAL PROTEIN L23A,-0.23,-0.49,-0.76,-0.56,-0.34,-0.69,-0.18,0.19,-0.12,0.16,-0.25,0.36,0.06,-0.04,-0.09,0.5,-0.07,0.12,-1.43,-0.54,-0.18,0.07,0.42,0.24,0.54,0.41,0.51,0.44,-0.22,0.21,-0.03,0.31,-0.45,-0.2,0.15,0.18,0.23,0.23,0.16,0.24,0.08,,0.23,0.69,-0.22,-0.29,-0.15,-0.14,-0.1,-0.29,-0.86,-0.07,-0.43,0.25,-0.09,0.34,,-0.38,-0.18,-1.25,-2.18,-1.22,-0.76,-1.51,0.39,-0.3,-0.47,-1.36,-0.12,-0.42,-0.6,-2.12,0.12,0.2,0.53,-0.09,-0.3,-1.22,-1.56,8
140,YBR092C,"PHO3   THIAMINE UPTAKE     ACID PHOSPHATASE, CONSTITUTIVE",-0.23,-0.45,-0.56,-0.86,-1.0,-1.32,-0.3,0.65,1.52,0.77,0.77,0.15,-0.07,-0.42,-1.22,0.2,0.29,0.34,-1.32,-0.23,-0.43,-0.15,-0.32,-0.23,-0.51,0.04,0.1,0.62,0.1,0.39,0.08,0.4,-0.47,-1.94,-2.56,-1.29,0.55,1.88,0.59,-0.62,-1.25,0.33,1.3,1.74,0.08,-0.42,-0.47,-0.03,-0.1,-0.07,-0.09,-0.04,-0.09,0.21,0.07,0.59,0.36,1.7,0.11,-1.43,-1.4,-0.64,0.41,0.04,-0.42,-1.4,-1.84,-1.51,-0.17,-0.43,-1.15,-0.49,0.07,0.07,0.26,-0.47,-0.92,-1.51,-2.12,9
